malla_punto_id;CuentaDesnow;anio_hidrologico
33946;6;2008-2009
33947;1;2000-2001
33947;2;2001-2002
33947;5;2002-2003
33947;1;2003-2004
33947;4;2004-2005
33947;4;2005-2006
33947;3;2006-2007
33947;7;2008-2009
33948;1;2000-2001
33948;3;2001-2002
33948;6;2002-2003
33948;1;2003-2004
33948;4;2004-2005
33948;6;2005-2006
33948;3;2006-2007
33948;1;2007-2008
33948;7;2008-2009
33949;1;2000-2001
33949;3;2001-2002
33949;6;2002-2003
33949;1;2003-2004
33949;5;2004-2005
33949;6;2005-2006
33949;3;2006-2007
33949;7;2008-2009
33950;1;2000-2001
33950;3;2001-2002
33950;6;2002-2003
33950;1;2003-2004
33950;4;2004-2005
33950;4;2005-2006
33950;3;2006-2007
33950;6;2008-2009
33951;1;2000-2001
33951;1;2001-2002
33951;5;2002-2003
33951;1;2003-2004
33951;4;2004-2005
33951;3;2005-2006
33951;3;2006-2007
33951;5;2008-2009
33952;2;2000-2001
33952;1;2001-2002
33952;6;2002-2003
33952;2;2003-2004
33952;4;2004-2005
33952;4;2005-2006
33952;3;2006-2007
33952;4;2008-2009
33953;2;2000-2001
33953;1;2001-2002
33953;7;2002-2003
33953;2;2003-2004
33953;5;2004-2005
33953;4;2005-2006
33953;4;2006-2007
33953;5;2008-2009
33954;4;2000-2001
33954;2;2001-2002
33954;8;2002-2003
33954;2;2003-2004
33954;5;2004-2005
33954;5;2005-2006
33954;4;2006-2007
33954;2;2007-2008
33954;6;2008-2009
33955;4;2000-2001
33955;2;2001-2002
33955;7;2002-2003
33955;3;2003-2004
33955;5;2004-2005
33955;3;2005-2006
33955;4;2006-2007
33955;2;2007-2008
33955;5;2008-2009
33956;5;2000-2001
33956;2;2001-2002
33956;5;2002-2003
33956;1;2003-2004
33956;5;2004-2005
33956;3;2005-2006
33956;4;2006-2007
33956;3;2007-2008
33956;3;2008-2009
33957;1;2000-2001
33957;4;2002-2003
33957;4;2004-2005
33957;3;2005-2006
33957;3;2006-2007
33957;3;2007-2008
33957;3;2008-2009
33958;1;2000-2001
33958;3;2002-2003
33958;1;2003-2004
33958;4;2004-2005
33958;2;2005-2006
33958;2;2006-2007
33958;3;2007-2008
33958;2;2008-2009
33959;1;2001-2002
33959;3;2002-2003
33959;4;2004-2005
33959;2;2005-2006
33959;2;2006-2007
33959;1;2007-2008
33959;2;2008-2009
33960;1;2000-2001
33960;1;2001-2002
33960;2;2002-2003
33960;1;2003-2004
33960;4;2004-2005
33960;2;2005-2006
33960;2;2006-2007
33960;1;2007-2008
33960;2;2008-2009
33961;1;2000-2001
33961;3;2002-2003
33961;1;2003-2004
33961;4;2004-2005
33961;2;2005-2006
33961;2;2006-2007
33961;1;2007-2008
33961;2;2008-2009
33962;1;2000-2001
33962;2;2002-2003
33962;3;2004-2005
33962;1;2005-2006
33962;2;2006-2007
33962;1;2007-2008
33962;1;2008-2009
34263;1;1999-2000
34263;2;2000-2001
34263;1;2001-2002
34263;5;2002-2003
34263;2;2003-2004
34263;2;2004-2005
34263;5;2005-2006
34263;3;2006-2007
34263;7;2008-2009
34264;1;1999-2000
34264;3;2000-2001
34264;1;2001-2002
34264;6;2002-2003
34264;2;2003-2004
34264;2;2004-2005
34264;7;2005-2006
34264;5;2006-2007
34264;2;2007-2008
34264;7;2008-2009
34265;1;1999-2000
34265;5;2000-2001
34265;4;2001-2002
34265;8;2002-2003
34265;3;2003-2004
34265;3;2004-2005
34265;9;2005-2006
34265;4;2006-2007
34265;5;2007-2008
34265;9;2008-2009
34266;1;1999-2000
34266;6;2000-2001
34266;6;2001-2002
34266;8;2002-2003
34266;3;2003-2004
34266;4;2004-2005
34266;11;2005-2006
34266;5;2006-2007
34266;5;2007-2008
34266;14;2008-2009
34267;1;1999-2000
34267;7;2000-2001
34267;5;2001-2002
34267;9;2002-2003
34267;4;2003-2004
34267;5;2004-2005
34267;11;2005-2006
34267;5;2006-2007
34267;5;2007-2008
34267;15;2008-2009
34268;1;1999-2000
34268;7;2000-2001
34268;6;2001-2002
34268;8;2002-2003
34268;5;2003-2004
34268;5;2004-2005
34268;12;2005-2006
34268;6;2006-2007
34268;6;2007-2008
34268;14;2008-2009
34269;1;1999-2000
34269;8;2000-2001
34269;6;2001-2002
34269;11;2002-2003
34269;7;2003-2004
34269;6;2004-2005
34269;12;2005-2006
34269;8;2006-2007
34269;7;2007-2008
34269;14;2008-2009
34270;1;1999-2000
34270;8;2000-2001
34270;5;2001-2002
34270;11;2002-2003
34270;6;2003-2004
34270;5;2004-2005
34270;11;2005-2006
34270;7;2006-2007
34270;6;2007-2008
34270;14;2008-2009
34271;1;1999-2000
34271;8;2000-2001
34271;5;2001-2002
34271;9;2002-2003
34271;6;2003-2004
34271;5;2004-2005
34271;10;2005-2006
34271;5;2006-2007
34271;4;2007-2008
34271;12;2008-2009
34272;1;1999-2000
34272;7;2000-2001
34272;4;2001-2002
34272;9;2002-2003
34272;5;2003-2004
34272;4;2004-2005
34272;10;2005-2006
34272;4;2006-2007
34272;3;2007-2008
34272;12;2008-2009
34273;1;1999-2000
34273;6;2000-2001
34273;2;2001-2002
34273;8;2002-2003
34273;5;2003-2004
34273;4;2004-2005
34273;9;2005-2006
34273;3;2006-2007
34273;3;2007-2008
34273;10;2008-2009
34274;6;2000-2001
34274;6;2002-2003
34274;5;2003-2004
34274;5;2004-2005
34274;8;2005-2006
34274;3;2006-2007
34274;1;2007-2008
34274;8;2008-2009
34275;3;2000-2001
34275;3;2001-2002
34275;6;2002-2003
34275;3;2003-2004
34275;3;2004-2005
34275;4;2005-2006
34275;3;2006-2007
34275;1;2007-2008
34275;7;2008-2009
34276;4;2000-2001
34276;3;2001-2002
34276;7;2002-2003
34276;3;2003-2004
34276;3;2004-2005
34276;5;2005-2006
34276;3;2006-2007
34276;1;2007-2008
34276;7;2008-2009
34277;4;2000-2001
34277;2;2001-2002
34277;6;2002-2003
34277;3;2003-2004
34277;5;2004-2005
34277;8;2005-2006
34277;3;2006-2007
34277;1;2007-2008
34277;7;2008-2009
34278;4;2000-2001
34278;3;2001-2002
34278;6;2002-2003
34278;2;2003-2004
34278;5;2004-2005
34278;8;2005-2006
34278;4;2006-2007
34278;1;2007-2008
34278;7;2008-2009
34279;4;2000-2001
34279;3;2001-2002
34279;5;2002-2003
34279;2;2003-2004
34279;5;2004-2005
34279;7;2005-2006
34279;3;2006-2007
34279;7;2008-2009
34280;5;2000-2001
34280;2;2001-2002
34280;7;2002-2003
34280;2;2003-2004
34280;5;2004-2005
34280;7;2005-2006
34280;3;2006-2007
34280;7;2008-2009
34281;5;2000-2001
34281;3;2001-2002
34281;9;2002-2003
34281;3;2003-2004
34281;5;2004-2005
34281;8;2005-2006
34281;3;2006-2007
34281;1;2007-2008
34281;7;2008-2009
34282;3;2000-2001
34282;3;2001-2002
34282;6;2002-2003
34282;2;2003-2004
34282;5;2004-2005
34282;7;2005-2006
34282;3;2006-2007
34282;2;2007-2008
34282;8;2008-2009
34283;3;2000-2001
34283;1;2001-2002
34283;6;2002-2003
34283;2;2003-2004
34283;4;2004-2005
34283;8;2005-2006
34283;3;2006-2007
34283;2;2007-2008
34283;7;2008-2009
34284;3;2000-2001
34284;1;2001-2002
34284;7;2002-2003
34284;2;2003-2004
34284;5;2004-2005
34284;7;2005-2006
34284;3;2006-2007
34284;3;2007-2008
34284;6;2008-2009
34285;3;2000-2001
34285;1;2001-2002
34285;8;2002-2003
34285;2;2003-2004
34285;5;2004-2005
34285;8;2005-2006
34285;3;2006-2007
34285;3;2007-2008
34285;7;2008-2009
34286;5;2000-2001
34286;3;2001-2002
34286;9;2002-2003
34286;3;2003-2004
34286;5;2004-2005
34286;6;2005-2006
34286;4;2006-2007
34286;3;2007-2008
34286;6;2008-2009
34287;4;2000-2001
34287;2;2001-2002
34287;9;2002-2003
34287;4;2003-2004
34287;5;2004-2005
34287;5;2005-2006
34287;3;2006-2007
34287;1;2007-2008
34287;4;2008-2009
34288;4;2000-2001
34288;2;2001-2002
34288;8;2002-2003
34288;2;2003-2004
34288;5;2004-2005
34288;4;2005-2006
34288;3;2006-2007
34288;5;2008-2009
34289;4;2000-2001
34289;1;2001-2002
34289;7;2002-2003
34289;1;2003-2004
34289;5;2004-2005
34289;4;2005-2006
34289;3;2006-2007
34289;2;2007-2008
34289;4;2008-2009
34290;3;2000-2001
34290;2;2001-2002
34290;6;2002-2003
34290;2;2003-2004
34290;4;2004-2005
34290;2;2005-2006
34290;4;2006-2007
34290;3;2007-2008
34290;4;2008-2009
34291;2;2001-2002
34291;6;2002-2003
34291;1;2003-2004
34291;3;2004-2005
34291;2;2005-2006
34291;3;2006-2007
34291;4;2007-2008
34291;5;2008-2009
34292;1;2000-2001
34292;1;2001-2002
34292;4;2002-2003
34292;1;2003-2004
34292;5;2004-2005
34292;3;2005-2006
34292;2;2006-2007
34292;2;2007-2008
34292;3;2008-2009
34293;2;2000-2001
34293;1;2001-2002
34293;3;2002-2003
34293;4;2004-2005
34293;2;2005-2006
34293;2;2006-2007
34293;1;2007-2008
34293;2;2008-2009
34594;1;1999-2000
34594;3;2000-2001
34594;2;2001-2002
34594;5;2002-2003
34594;1;2003-2004
34594;3;2004-2005
34594;6;2005-2006
34594;2;2006-2007
34594;4;2008-2009
34595;1;1999-2000
34595;4;2000-2001
34595;3;2001-2002
34595;4;2002-2003
34595;1;2003-2004
34595;2;2004-2005
34595;7;2005-2006
34595;3;2006-2007
34595;1;2007-2008
34595;6;2008-2009
34596;1;1999-2000
34596;5;2000-2001
34596;1;2001-2002
34596;5;2002-2003
34596;4;2003-2004
34596;2;2004-2005
34596;7;2005-2006
34596;3;2006-2007
34596;3;2007-2008
34596;8;2008-2009
34597;1;1999-2000
34597;5;2000-2001
34597;5;2001-2002
34597;6;2002-2003
34597;4;2003-2004
34597;2;2004-2005
34597;9;2005-2006
34597;3;2006-2007
34597;3;2007-2008
34597;8;2008-2009
34598;1;1999-2000
34598;6;2000-2001
34598;5;2001-2002
34598;8;2002-2003
34598;4;2003-2004
34598;2;2004-2005
34598;10;2005-2006
34598;4;2006-2007
34598;5;2007-2008
34598;11;2008-2009
34599;1;1999-2000
34599;6;2000-2001
34599;6;2001-2002
34599;9;2002-2003
34599;4;2003-2004
34599;3;2004-2005
34599;12;2005-2006
34599;4;2006-2007
34599;5;2007-2008
34599;12;2008-2009
34600;1;1999-2000
34600;8;2000-2001
34600;6;2001-2002
34600;10;2002-2003
34600;6;2003-2004
34600;4;2004-2005
34600;12;2005-2006
34600;6;2006-2007
34600;7;2007-2008
34600;13;2008-2009
34601;1;1999-2000
34601;9;2000-2001
34601;6;2001-2002
34601;10;2002-2003
34601;7;2003-2004
34601;6;2004-2005
34601;13;2005-2006
34601;7;2006-2007
34601;6;2007-2008
34601;13;2008-2009
34602;1;1999-2000
34602;8;2000-2001
34602;4;2001-2002
34602;10;2002-2003
34602;6;2003-2004
34602;8;2004-2005
34602;12;2005-2006
34602;7;2006-2007
34602;5;2007-2008
34602;13;2008-2009
34603;1;1999-2000
34603;8;2000-2001
34603;5;2001-2002
34603;9;2002-2003
34603;4;2003-2004
34603;6;2004-2005
34603;12;2005-2006
34603;6;2006-2007
34603;4;2007-2008
34603;11;2008-2009
34604;1;1999-2000
34604;7;2000-2001
34604;5;2001-2002
34604;8;2002-2003
34604;5;2003-2004
34604;5;2004-2005
34604;12;2005-2006
34604;5;2006-2007
34604;3;2007-2008
34604;11;2008-2009
34605;1;1999-2000
34605;7;2000-2001
34605;4;2001-2002
34605;8;2002-2003
34605;5;2003-2004
34605;4;2004-2005
34605;9;2005-2006
34605;4;2006-2007
34605;3;2007-2008
34605;11;2008-2009
34606;5;2000-2001
34606;3;2001-2002
34606;7;2002-2003
34606;5;2003-2004
34606;3;2004-2005
34606;9;2005-2006
34606;4;2006-2007
34606;2;2007-2008
34606;9;2008-2009
34607;5;2000-2001
34607;3;2001-2002
34607;7;2002-2003
34607;4;2003-2004
34607;3;2004-2005
34607;5;2005-2006
34607;3;2006-2007
34607;1;2007-2008
34607;7;2008-2009
34608;4;2000-2001
34608;2;2001-2002
34608;7;2002-2003
34608;4;2003-2004
34608;4;2004-2005
34608;6;2005-2006
34608;3;2006-2007
34608;1;2007-2008
34608;6;2008-2009
34609;4;2000-2001
34609;3;2001-2002
34609;6;2002-2003
34609;5;2003-2004
34609;6;2004-2005
34609;8;2005-2006
34609;3;2006-2007
34609;2;2007-2008
34609;8;2008-2009
34610;5;2000-2001
34610;2;2001-2002
34610;7;2002-2003
34610;5;2003-2004
34610;5;2004-2005
34610;9;2005-2006
34610;4;2006-2007
34610;1;2007-2008
34610;8;2008-2009
34611;4;2000-2001
34611;4;2001-2002
34611;8;2002-2003
34611;6;2003-2004
34611;6;2004-2005
34611;10;2005-2006
34611;4;2006-2007
34611;1;2007-2008
34611;7;2008-2009
34612;6;2000-2001
34612;4;2001-2002
34612;7;2002-2003
34612;3;2003-2004
34612;5;2004-2005
34612;9;2005-2006
34612;4;2006-2007
34612;2;2007-2008
34612;7;2008-2009
34613;6;2000-2001
34613;4;2001-2002
34613;9;2002-2003
34613;4;2003-2004
34613;6;2004-2005
34613;10;2005-2006
34613;4;2006-2007
34613;4;2007-2008
34613;8;2008-2009
34614;4;2000-2001
34614;2;2001-2002
34614;9;2002-2003
34614;3;2003-2004
34614;6;2004-2005
34614;7;2005-2006
34614;3;2006-2007
34614;3;2007-2008
34614;8;2008-2009
34615;4;2000-2001
34615;1;2001-2002
34615;9;2002-2003
34615;6;2003-2004
34615;6;2004-2005
34615;8;2005-2006
34615;4;2006-2007
34615;1;2007-2008
34615;7;2008-2009
34616;4;2000-2001
34616;1;2001-2002
34616;6;2002-2003
34616;2;2003-2004
34616;5;2004-2005
34616;9;2005-2006
34616;4;2006-2007
34616;2;2007-2008
34616;7;2008-2009
34617;4;2000-2001
34617;1;2001-2002
34617;5;2002-2003
34617;2;2003-2004
34617;5;2004-2005
34617;8;2005-2006
34617;5;2006-2007
34617;4;2007-2008
34617;6;2008-2009
34618;4;2000-2001
34618;2;2001-2002
34618;8;2002-2003
34618;2;2003-2004
34618;5;2004-2005
34618;8;2005-2006
34618;4;2006-2007
34618;4;2007-2008
34618;6;2008-2009
34619;3;2000-2001
34619;4;2001-2002
34619;7;2002-2003
34619;3;2003-2004
34619;4;2004-2005
34619;7;2005-2006
34619;4;2006-2007
34619;2;2007-2008
34619;5;2008-2009
34620;3;2000-2001
34620;1;2001-2002
34620;7;2002-2003
34620;2;2003-2004
34620;5;2004-2005
34620;5;2005-2006
34620;3;2006-2007
34620;2;2007-2008
34620;4;2008-2009
34621;2;2000-2001
34621;1;2001-2002
34621;6;2002-2003
34621;2;2003-2004
34621;5;2004-2005
34621;4;2005-2006
34621;2;2006-2007
34621;3;2007-2008
34621;5;2008-2009
34622;2;2000-2001
34622;2;2001-2002
34622;5;2002-2003
34622;1;2003-2004
34622;3;2004-2005
34622;4;2005-2006
34622;3;2006-2007
34622;1;2007-2008
34622;4;2008-2009
34623;1;2000-2001
34623;2;2001-2002
34623;5;2002-2003
34623;2;2003-2004
34623;3;2004-2005
34623;4;2005-2006
34623;3;2006-2007
34623;1;2007-2008
34623;4;2008-2009
34624;1;2000-2001
34624;3;2002-2003
34624;1;2003-2004
34624;3;2004-2005
34624;4;2005-2006
34624;2;2006-2007
34624;1;2007-2008
34624;2;2008-2009
34925;1;1999-2000
34925;3;2000-2001
34925;2;2001-2002
34925;4;2002-2003
34925;1;2003-2004
34925;3;2004-2005
34925;6;2005-2006
34925;3;2006-2007
34925;1;2007-2008
34925;4;2008-2009
34926;1;1999-2000
34926;5;2000-2001
34926;2;2001-2002
34926;6;2002-2003
34926;2;2003-2004
34926;3;2004-2005
34926;7;2005-2006
34926;4;2006-2007
34926;1;2007-2008
34926;6;2008-2009
34927;1;1999-2000
34927;6;2000-2001
34927;5;2001-2002
34927;6;2002-2003
34927;5;2003-2004
34927;3;2004-2005
34927;8;2005-2006
34927;4;2006-2007
34927;4;2007-2008
34927;7;2008-2009
34928;1;1999-2000
34928;7;2000-2001
34928;7;2001-2002
34928;8;2002-2003
34928;5;2003-2004
34928;8;2004-2005
34928;11;2005-2006
34928;9;2006-2007
34928;5;2007-2008
34928;11;2008-2009
34929;1;1999-2000
34929;7;2000-2001
34929;7;2001-2002
34929;10;2002-2003
34929;5;2003-2004
34929;9;2004-2005
34929;12;2005-2006
34929;7;2006-2007
34929;7;2007-2008
34929;12;2008-2009
34930;2;1999-2000
34930;8;2000-2001
34930;8;2001-2002
34930;10;2002-2003
34930;6;2003-2004
34930;5;2004-2005
34930;11;2005-2006
34930;5;2006-2007
34930;7;2007-2008
34930;14;2008-2009
34931;2;1999-2000
34931;9;2000-2001
34931;5;2001-2002
34931;11;2002-2003
34931;5;2003-2004
34931;4;2004-2005
34931;12;2005-2006
34931;5;2006-2007
34931;7;2007-2008
34931;13;2008-2009
34932;1;1999-2000
34932;8;2000-2001
34932;6;2001-2002
34932;11;2002-2003
34932;6;2003-2004
34932;3;2004-2005
34932;11;2005-2006
34932;5;2006-2007
34932;7;2007-2008
34932;14;2008-2009
34933;1;1999-2000
34933;9;2000-2001
34933;6;2001-2002
34933;11;2002-2003
34933;6;2003-2004
34933;5;2004-2005
34933;11;2005-2006
34933;7;2006-2007
34933;8;2007-2008
34933;13;2008-2009
34934;1;1999-2000
34934;9;2000-2001
34934;6;2001-2002
34934;11;2002-2003
34934;5;2003-2004
34934;9;2004-2005
34934;11;2005-2006
34934;7;2006-2007
34934;7;2007-2008
34934;12;2008-2009
34935;1;1999-2000
34935;9;2000-2001
34935;7;2001-2002
34935;12;2002-2003
34935;6;2003-2004
34935;7;2004-2005
34935;12;2005-2006
34935;7;2006-2007
34935;6;2007-2008
34935;14;2008-2009
34936;1;1999-2000
34936;7;2000-2001
34936;5;2001-2002
34936;10;2002-2003
34936;5;2003-2004
34936;8;2004-2005
34936;12;2005-2006
34936;6;2006-2007
34936;4;2007-2008
34936;12;2008-2009
34937;1;1999-2000
34937;7;2000-2001
34937;5;2001-2002
34937;9;2002-2003
34937;5;2003-2004
34937;9;2004-2005
34937;11;2005-2006
34937;4;2006-2007
34937;4;2007-2008
34937;12;2008-2009
34938;1;1999-2000
34938;8;2000-2001
34938;4;2001-2002
34938;8;2002-2003
34938;5;2003-2004
34938;5;2004-2005
34938;9;2005-2006
34938;4;2006-2007
34938;3;2007-2008
34938;11;2008-2009
34939;1;1999-2000
34939;5;2000-2001
34939;3;2001-2002
34939;6;2002-2003
34939;5;2003-2004
34939;3;2004-2005
34939;7;2005-2006
34939;4;2006-2007
34939;1;2007-2008
34939;7;2008-2009
34940;3;2000-2001
34940;2;2001-2002
34940;4;2002-2003
34940;4;2003-2004
34940;4;2004-2005
34940;8;2005-2006
34940;3;2006-2007
34940;1;2007-2008
34940;5;2008-2009
34941;3;2000-2001
34941;2;2001-2002
34941;5;2002-2003
34941;2;2003-2004
34941;5;2004-2005
34941;9;2005-2006
34941;3;2006-2007
34941;1;2007-2008
34941;8;2008-2009
34942;5;2000-2001
34942;4;2001-2002
34942;8;2002-2003
34942;2;2003-2004
34942;5;2004-2005
34942;10;2005-2006
34942;4;2006-2007
34942;3;2007-2008
34942;10;2008-2009
34943;7;2000-2001
34943;5;2001-2002
34943;9;2002-2003
34943;2;2003-2004
34943;6;2004-2005
34943;10;2005-2006
34943;5;2006-2007
34943;4;2007-2008
34943;10;2008-2009
34944;8;2000-2001
34944;4;2001-2002
34944;11;2002-2003
34944;4;2003-2004
34944;6;2004-2005
34944;9;2005-2006
34944;5;2006-2007
34944;4;2007-2008
34944;9;2008-2009
34945;7;2000-2001
34945;4;2001-2002
34945;11;2002-2003
34945;6;2003-2004
34945;7;2004-2005
34945;10;2005-2006
34945;5;2006-2007
34945;3;2007-2008
34945;10;2008-2009
34946;7;2000-2001
34946;6;2001-2002
34946;9;2002-2003
34946;4;2003-2004
34946;7;2004-2005
34946;10;2005-2006
34946;6;2006-2007
34946;4;2007-2008
34946;11;2008-2009
34947;5;2000-2001
34947;6;2001-2002
34947;10;2002-2003
34947;4;2003-2004
34947;7;2004-2005
34947;10;2005-2006
34947;7;2006-2007
34947;2;2007-2008
34947;10;2008-2009
34948;4;2000-2001
34948;5;2001-2002
34948;8;2002-2003
34948;3;2003-2004
34948;5;2004-2005
34948;10;2005-2006
34948;6;2006-2007
34948;2;2007-2008
34948;8;2008-2009
34949;3;2000-2001
34949;2;2001-2002
34949;6;2002-2003
34949;2;2003-2004
34949;7;2004-2005
34949;8;2005-2006
34949;5;2006-2007
34949;2;2007-2008
34949;7;2008-2009
34950;2;2000-2001
34950;1;2001-2002
34950;6;2002-2003
34950;1;2003-2004
34950;4;2004-2005
34950;7;2005-2006
34950;4;2006-2007
34950;1;2007-2008
34950;4;2008-2009
34951;1;2000-2001
34951;2;2001-2002
34951;3;2002-2003
34951;1;2003-2004
34951;5;2004-2005
34951;6;2005-2006
34951;3;2006-2007
34951;2;2007-2008
34951;1;2008-2009
34952;1;2001-2002
34952;3;2002-2003
34952;1;2003-2004
34952;5;2004-2005
34952;4;2005-2006
34952;3;2006-2007
34952;3;2007-2008
34952;1;2008-2009
34953;1;2001-2002
34953;3;2002-2003
34953;1;2003-2004
34953;3;2004-2005
34953;4;2005-2006
34953;2;2006-2007
34953;4;2007-2008
34953;1;2008-2009
34954;1;2001-2002
34954;3;2002-2003
34954;1;2003-2004
34954;3;2004-2005
34954;4;2005-2006
34954;2;2006-2007
34954;3;2007-2008
34954;2;2008-2009
35270;1;1999-2000
35270;5;2000-2001
35270;4;2001-2002
35270;7;2002-2003
35270;5;2003-2004
35270;5;2004-2005
35270;8;2005-2006
35270;3;2006-2007
35270;3;2007-2008
35270;8;2008-2009
35271;1;1999-2000
35271;6;2000-2001
35271;5;2001-2002
35271;9;2002-2003
35271;5;2003-2004
35271;5;2004-2005
35271;11;2005-2006
35271;6;2006-2007
35271;5;2007-2008
35271;12;2008-2009
35272;1;1999-2000
35272;7;2000-2001
35272;7;2001-2002
35272;10;2002-2003
35272;5;2003-2004
35272;8;2004-2005
35272;12;2005-2006
35272;9;2006-2007
35272;6;2007-2008
35272;14;2008-2009
35273;2;1999-2000
35273;9;2000-2001
35273;8;2001-2002
35273;12;2002-2003
35273;7;2003-2004
35273;10;2004-2005
35273;13;2005-2006
35273;7;2006-2007
35273;8;2007-2008
35273;14;2008-2009
35274;2;1999-2000
35274;9;2000-2001
35274;8;2001-2002
35274;13;2002-2003
35274;7;2003-2004
35274;10;2004-2005
35274;14;2005-2006
35274;8;2006-2007
35274;8;2007-2008
35274;15;2008-2009
35275;2;1999-2000
35275;9;2000-2001
35275;8;2001-2002
35275;13;2002-2003
35275;6;2003-2004
35275;7;2004-2005
35275;13;2005-2006
35275;8;2006-2007
35275;9;2007-2008
35275;15;2008-2009
35276;2;1999-2000
35276;10;2000-2001
35276;8;2001-2002
35276;14;2002-2003
35276;6;2003-2004
35276;10;2004-2005
35276;13;2005-2006
35276;9;2006-2007
35276;9;2007-2008
35276;15;2008-2009
35277;2;1999-2000
35277;10;2000-2001
35277;7;2001-2002
35277;13;2002-2003
35277;9;2003-2004
35277;12;2004-2005
35277;13;2005-2006
35277;9;2006-2007
35277;9;2007-2008
35277;16;2008-2009
35278;2;1999-2000
35278;11;2000-2001
35278;9;2001-2002
35278;13;2002-2003
35278;6;2003-2004
35278;10;2004-2005
35278;13;2005-2006
35278;6;2006-2007
35278;9;2007-2008
35278;17;2008-2009
35279;2;1999-2000
35279;9;2000-2001
35279;7;2001-2002
35279;13;2002-2003
35279;4;2003-2004
35279;9;2004-2005
35279;13;2005-2006
35279;6;2006-2007
35279;6;2007-2008
35279;16;2008-2009
35280;1;1999-2000
35280;7;2000-2001
35280;5;2001-2002
35280;11;2002-2003
35280;5;2003-2004
35280;6;2004-2005
35280;12;2005-2006
35280;4;2006-2007
35280;4;2007-2008
35280;13;2008-2009
35281;1;1999-2000
35281;5;2000-2001
35281;3;2001-2002
35281;10;2002-2003
35281;5;2003-2004
35281;4;2004-2005
35281;11;2005-2006
35281;4;2006-2007
35281;3;2007-2008
35281;10;2008-2009
35282;1;1999-2000
35282;5;2000-2001
35282;2;2001-2002
35282;7;2002-2003
35282;3;2003-2004
35282;5;2004-2005
35282;7;2005-2006
35282;4;2006-2007
35282;3;2007-2008
35282;8;2008-2009
35283;3;2000-2001
35283;3;2001-2002
35283;6;2002-2003
35283;3;2003-2004
35283;4;2004-2005
35283;8;2005-2006
35283;4;2006-2007
35283;1;2007-2008
35283;7;2008-2009
35284;3;2000-2001
35284;2;2001-2002
35284;8;2002-2003
35284;3;2003-2004
35284;5;2004-2005
35284;7;2005-2006
35284;4;2006-2007
35284;2;2007-2008
35284;7;2008-2009
35285;6;2000-2001
35285;4;2001-2002
35285;7;2002-2003
35285;2;2003-2004
35285;7;2004-2005
35285;9;2005-2006
35285;4;2006-2007
35285;3;2007-2008
35285;9;2008-2009
35286;6;2000-2001
35286;5;2001-2002
35286;9;2002-2003
35286;4;2003-2004
35286;6;2004-2005
35286;9;2005-2006
35286;4;2006-2007
35286;4;2007-2008
35286;10;2008-2009
35287;8;2000-2001
35287;4;2001-2002
35287;10;2002-2003
35287;4;2003-2004
35287;5;2004-2005
35287;9;2005-2006
35287;5;2006-2007
35287;4;2007-2008
35287;10;2008-2009
35288;1;1999-2000
35288;7;2000-2001
35288;3;2001-2002
35288;9;2002-2003
35288;4;2003-2004
35288;6;2004-2005
35288;10;2005-2006
35288;5;2006-2007
35288;4;2007-2008
35288;10;2008-2009
35289;7;2000-2001
35289;4;2001-2002
35289;10;2002-2003
35289;6;2003-2004
35289;7;2004-2005
35289;11;2005-2006
35289;5;2006-2007
35289;3;2007-2008
35289;11;2008-2009
35290;6;2000-2001
35290;5;2001-2002
35290;11;2002-2003
35290;6;2003-2004
35290;6;2004-2005
35290;10;2005-2006
35290;7;2006-2007
35290;3;2007-2008
35290;13;2008-2009
35291;2;2000-2001
35291;5;2001-2002
35291;10;2002-2003
35291;5;2003-2004
35291;6;2004-2005
35291;9;2005-2006
35291;6;2006-2007
35291;4;2007-2008
35291;11;2008-2009
35292;2;2000-2001
35292;5;2001-2002
35292;7;2002-2003
35292;2;2003-2004
35292;6;2004-2005
35292;7;2005-2006
35292;5;2006-2007
35292;2;2007-2008
35292;6;2008-2009
35293;2;2000-2001
35293;4;2001-2002
35293;5;2002-2003
35293;5;2004-2005
35293;6;2005-2006
35293;3;2006-2007
35293;1;2007-2008
35293;3;2008-2009
35294;1;2000-2001
35294;1;2001-2002
35294;3;2002-2003
35294;4;2004-2005
35294;5;2005-2006
35294;3;2006-2007
35294;1;2007-2008
35294;1;2008-2009
35295;1;2000-2001
35295;1;2001-2002
35295;3;2002-2003
